1    851417  0.5918951517595206  0  7.160348852196079e-06
12926  dren  0  3.475939546459408e-07  1  2.1481046556588235e-05
12927  dreport  0  3.475939546459408e-07  1  2.1481046556588235e-05
12928  drernie  1  1.0427818639378223e-06  0  7.160348852196079e-06
12929  dresden  2  1.737969773229704e-06  0  7.160348852196079e-06
12930  dreset  0  3.475939546459408e-07  1  2.1481046556588235e-05
12931  dress  1  1.0427818639378223e-06  0  7.160348852196079e-06
12932  dressing  1  1.0427818639378223e-06  0  7.160348852196079e-06
12933  dressler  3  2.4331576825215854e-06  0  7.160348852196079e-06
12934  drevsa  0  3.475939546459408e-07  1  2.1481046556588235e-05
12935  drew  4  3.1283455918134672e-06  0  7.160348852196079e-06
12936  dreyxk  0  3.475939546459408e-07  1  2.1481046556588235e-05
12937  drfestive  0  3.475939546459408e-07  1  2.1481046556588235e-05
12938  drforr  1  1.0427818639378223e-06  0  7.160348852196079e-06
12939  drgdxb  0  3.475939546459408e-07  1  2.1481046556588235e-05
12940  drghaz  0  3.475939546459408e-07  1  2.1481046556588235e-05
12941  dri  6  4.5187214103972305e-06  0  7.160348852196079e-06
12942  dried  3  2.4331576825215854e-06  0  7.160348852196079e-06
12943  drift  1  1.0427818639378223e-06  0  7.160348852196079e-06
12944  drifted  1  1.0427818639378223e-06  0  7.160348852196079e-06
12945  dright  2  1.737969773229704e-06  0  7.160348852196079e-06
12946  drill  2  1.737969773229704e-06  0  7.160348852196079e-06
12947  drilling  1  1.0427818639378223e-06  0  7.160348852196079e-06
12948  drink  5  3.823533501105349e-06  0  7.160348852196079e-06
12949  drinker  0  3.475939546459408e-07  1  2.1481046556588235e-05
12950  drinking  2  1.737969773229704e-06  0  7.160348852196079e-06
12951  dripped  3  2.4331576825215854e-06  0  7.160348852196079e-06
12952  drive  76  5.3181875060828944e-05  0  7.160348852196079e-06
12953  driven  2  1.737969773229704e-06  0  7.160348852196079e-06
12954  driver  15  1.0775412594024165e-05  0  7.160348852196079e-06
12955  drivers  26  1.842247959623486e-05  0  7.160348852196079e-06
12956  drives  23  1.6336915868359218e-05  0  7.160348852196079e-06
12957  driving  17  1.2165788412607928e-05  0  7.160348852196079e-06
12958  drizzle  0  3.475939546459408e-07  1  2.1481046556588235e-05
12959  drjnieto  0  3.475939546459408e-07  1  2.1481046556588235e-05
12960  drkcztyv  1  1.0427818639378223e-06  0  7.160348852196079e-06
12961  drlagwgg  0  3.475939546459408e-07  1  2.1481046556588235e-05
12962  drlm  0  3.475939546459408e-07  1  2.1481046556588235e-05
12963  drm  1  1.0427818639378223e-06  0  7.160348852196079e-06
12964  drmkss  1  1.0427818639378223e-06  0  7.160348852196079e-06
12965  drmo  1  1.0427818639378223e-06  0  7.160348852196079e-06
12966  drnevovp  0  3.475939546459408e-07  1  2.1481046556588235e-05
12967  drnhbjggmaeqcwgvjytsag  0  3.475939546459408e-07  1  2.1481046556588235e-05
12968  drobnick  0  3.475939546459408e-07  1  2.1481046556588235e-05
12969  drog  0  3.475939546459408e-07  1  2.1481046556588235e-05
12970  drogers  0  3.475939546459408e-07  1  2.1481046556588235e-05
12971  drogheda  16  1.1470600503316046e-05  0  7.160348852196079e-06
12972  droichead  0  3.475939546459408e-07  1  2.1481046556588235e-05
12973  droits  2  1.737969773229704e-06  0  7.160348852196079e-06
12974  drole  1  1.0427818639378223e-06  0  7.160348852196079e-06
12975  drones  2  1.737969773229704e-06  0  7.160348852196079e-06
12976  drool  1  1.0427818639378223e-06  0  7.160348852196079e-06
12977  drop  1012  0.0007038777581580302  0  7.160348852196079e-06
12978  dropout  0  3.475939546459408e-07  1  2.1481046556588235e-05
12979  dropped  2  1.737969773229704e-06  0  7.160348852196079e-06
12980  dropping  3  2.4331576825215854e-06  0  7.160348852196079e-06
12981  drops  0  3.475939546459408e-07  1  2.1481046556588235e-05
12982  drought  3  2.4331576825215854e-06  0  7.160348852196079e-06
12983  droughts  1  1.0427818639378223e-06  0  7.160348852196079e-06
12984  drove  1  1.0427818639378223e-06  0  7.160348852196079e-06
12985  drown  0  3.475939546459408e-07  1  2.1481046556588235e-05
12986  drowned  2  1.737969773229704e-06  0  7.160348852196079e-06
12987  drowning  0  3.475939546459408e-07  1  2.1481046556588235e-05
12988  drpc  0  3.475939546459408e-07  1  2.1481046556588235e-05
12989  drphillips  0  3.475939546459408e-07  1  2.1481046556588235e-05
12990  drqblx  0  3.475939546459408e-07  1  2.1481046556588235e-05
12991  drrb  2  1.737969773229704e-06  0  7.160348852196079e-06
12992  drry  0  3.475939546459408e-07  1  2.1481046556588235e-05
12993  drs  0  3.475939546459408e-07  1  2.1481046556588235e-05
12994  drsbxsvriifbftkrjtkcgru  0  3.475939546459408e-07  1  2.1481046556588235e-05
12995  drsbzt  0  3.475939546459408e-07  1  2.1481046556588235e-05
12996  drsjc  0  3.475939546459408e-07  1  2.1481046556588235e-05
12997  dru  0  3.475939546459408e-07  1  2.1481046556588235e-05
12998  drug  3  2.4331576825215854e-06  0  7.160348852196079e-06
12999  drugless  0  3.475939546459408e-07  1  2.1481046556588235e-05
13000  drugs  4  3.1283455918134672e-06  0  7.160348852196079e-06
13001  drugstore  0  3.475939546459408e-07  1  2.1481046556588235e-05
13002  drum  1  1.0427818639378223e-06  0  7.160348852196079e-06
13003  drummer  1  1.0427818639378223e-06  0  7.160348852196079e-06
13004  drummies  1  1.0427818639378223e-06  0  7.160348852196079e-06
13005  drums  0  3.475939546459408e-07  1  2.1481046556588235e-05
13006  druneweng  0  3.475939546459408e-07  1  2.1481046556588235e-05
13007  drunk  1  1.0427818639378223e-06  0  7.160348852196079e-06
13008  drunken  36  2.5374358689153677e-05  0  7.160348852196079e-06
13009  drv  3  2.4331576825215854e-06  0  7.160348852196079e-06
13010  drvntiefhqulolg  0  3.475939546459408e-07  1  2.1481046556588235e-05
13011  drwatson  0  3.475939546459408e-07  1  2.1481046556588235e-05
13012  drwid  0  3.475939546459408e-07  1  2.1481046556588235e-05
13013  drwiptlqv  0  3.475939546459408e-07  1  2.1481046556588235e-05
13014  drwk  1  1.0427818639378223e-06  0  7.160348852196079e-06
13015  drwl  1  1.0427818639378223e-06  0  7.160348852196079e-06
13016  drwxrws  1  1.0427818639378223e-06  0  7.160348852196079e-06
13017  drwxrwsr  1  1.0427818639378223e-06  0  7.160348852196079e-06
13018  drwxrwx  1  1.0427818639378223e-06  0  7.160348852196079e-06
13019  drxr  0  3.475939546459408e-07  1  2.1481046556588235e-05
13020  dry  1  1.0427818639378223e-06  0  7.160348852196079e-06
13021  ds  5  3.823533501105349e-06  0  7.160348852196079e-06
13022  dsa  14  1.0080224684732283e-05  0  7.160348852196079e-06
13023  dsahcbcfkp  0  3.475939546459408e-07  1  2.1481046556588235e-05
13024  dsales  0  3.475939546459408e-07  1  2.1481046556588235e-05
13025  dsans  1  1.0427818639378223e-06  0  7.160348852196079e-06
13026  dsansserif  0  3.475939546459408e-07  1  2.1481046556588235e-05
13027  dsays  0  3.475939546459408e-07  1  2.1481046556588235e-05
13028  dsb  0  3.475939546459408e-07  1  2.1481046556588235e-05
13029  dsbxmmpy  0  3.475939546459408e-07  1  2.1481046556588235e-05
13030  dsc  0  3.475939546459408e-07  1  2.1481046556588235e-05
13031  dsccmh  0  3.475939546459408e-07  1  2.1481046556588235e-05
13032  dscfahy  0  3.475939546459408e-07  1  2.1481046556588235e-05
13033  dsd  0  3.475939546459408e-07  1  2.1481046556588235e-05
13034  dse  0  3.475939546459408e-07  1  2.1481046556588235e-05
13035  dsecondmortgagebalance  0  3.475939546459408e-07  1  2.1481046556588235e-05
13036  dsection  0  3.475939546459408e-07  1  2.1481046556588235e-05
13037  dsecured  0  3.475939546459408e-07  1  2.1481046556588235e-05
13038  dsg  9  6.604285138272875e-06  0  7.160348852196079e-06
13039  dsgunna  0  3.475939546459408e-07  1  2.1481046556588235e-05
13040  dshelby  0  3.475939546459408e-07  1  2.1481046556588235e-05
13041  dshipp  0  3.475939546459408e-07  1  2.1481046556588235e-05
13042  dsi  0  3.475939546459408e-07  1  2.1481046556588235e-05
13043  dsia  0  3.475939546459408e-07  1  2.1481046556588235e-05
13044  dsifritt  0  3.475939546459408e-07  1  2.1481046556588235e-05
13045  dsiggaf  0  3.475939546459408e-07  1  2.1481046556588235e-05
13046  dsipxo  0  3.475939546459408e-07  1  2.1481046556588235e-05
13047  dsisp  1  1.0427818639378223e-06  0  7.160348852196079e-06
13048  dsjfoudihury  0  3.475939546459408e-07  1  2.1481046556588235e-05
13049  dsjpkvj  1  1.0427818639378223e-06  0  7.160348852196079e-06
13050  dskmgx  0  3.475939546459408e-07  1  2.1481046556588235e-05
13051  dsl  73  5.1096311332953294e-05  0  7.160348852196079e-06
13052  dsla  0  3.475939546459408e-07  1  2.1481046556588235e-05
13053  dsloforxbdsjvrqaaa  1  1.0427818639378223e-06  0  7.160348852196079e-06
13054  dsn  0  3.475939546459408e-07  1  2.1481046556588235e-05
13055  dso  0  3.475939546459408e-07  1  2.1481046556588235e-05
13056  dsondageexpress  0  3.475939546459408e-07  1  2.1481046556588235e-05
13057  dsondexpress  0  3.475939546459408e-07  1  2.1481046556588235e-05
13058  dsoo  0  3.475939546459408e-07  1  2.1481046556588235e-05
13059  dsp  2  1.737969773229704e-06  0  7.160348852196079e-06
13060  dspc  0  3.475939546459408e-07  1  2.1481046556588235e-05
13061  dspeftoz  1  1.0427818639378223e-06  0  7.160348852196079e-06
13062  dspg  1  1.0427818639378223e-06  0  7.160348852196079e-06
13063  dspis  0  3.475939546459408e-07  1  2.1481046556588235e-05
13064  dspq  1  1.0427818639378223e-06  0  7.160348852196079e-06
13065  dspsrv  22  1.5641727959067336e-05  0  7.160348852196079e-06
13066  dsr  0  3.475939546459408e-07  1  2.1481046556588235e-05
13067  dsrf  1  1.0427818639378223e-06  0  7.160348852196079e-06
13068  dsrhsj  0  3.475939546459408e-07  1  2.1481046556588235e-05
13069  dss  2  1.737969773229704e-06  0  7.160348852196079e-06
13070  dsskey  2  1.737969773229704e-06  0  7.160348852196079e-06
13071  dst  2  1.737969773229704e-06  0  7.160348852196079e-06
13072  dstate  0  3.475939546459408e-07  1  2.1481046556588235e-05
13073  dstrstate  0  3.475939546459408e-07  1  2.1481046556588235e-05
13074  dsu  0  3.475939546459408e-07  1  2.1481046556588235e-05
13075  dsubmit  0  3.475939546459408e-07  1  2.1481046556588235e-05
13076  dsubmitted  0  3.475939546459408e-07  1  2.1481046556588235e-05
13077  dsufmiersrufnuw  0  3.475939546459408e-07  1  2.1481046556588235e-05
13078  dsun  12  8.68984886614852e-06  0  7.160348852196079e-06
13079  dsv  0  3.475939546459408e-07  1  2.1481046556588235e-05
13080  dsvipesyrontrhgsdki  0  3.475939546459408e-07  1  2.1481046556588235e-05
13081  dsvr  0  3.475939546459408e-07  1  2.1481046556588235e-05
13082  dswartwo  0  3.475939546459408e-07  1  2.1481046556588235e-05
13083  dswartz  0  3.475939546459408e-07  1  2.1481046556588235e-05
13084  dsweger  0  3.475939546459408e-07  1  2.1481046556588235e-05
13085  dswhite  0  3.475939546459408e-07  1  2.1481046556588235e-05
13086  dswift  0  3.475939546459408e-07  1  2.1481046556588235e-05
13087  dswisher  0  3.475939546459408e-07  1  2.1481046556588235e-05
13088  dswl  0  3.475939546459408e-07  1  2.1481046556588235e-05
13089  dsworth  0  3.475939546459408e-07  1  2.1481046556588235e-05
13090  dsxmg  1  1.0427818639378223e-06  0  7.160348852196079e-06
13091  dsyb  1  1.0427818639378223e-06  0  7.160348852196079e-06
13092  dsz  0  3.475939546459408e-07  1  2.1481046556588235e-05
13093  dszf  0  3.475939546459408e-07  1  2.1481046556588235e-05
13094  dszw  0  3.475939546459408e-07  1  2.1481046556588235e-05
13095  dt  6  4.5187214103972305e-06  0  7.160348852196079e-06
13096  dtahom  0  3.475939546459408e-07  1  2.1481046556588235e-05
13097  dtahoma  0  3.475939546459408e-07  1  2.1481046556588235e-05
13098  dtakerx  0  3.475939546459408e-07  1  2.1481046556588235e-05
13099  dtakerxdesc  0  3.475939546459408e-07  1  2.1481046556588235e-05
13100  dtcgfuptm  0  3.475939546459408e-07  1  2.1481046556588235e-05
13101  dtd  7  5.213909319689112e-06  0  7.160348852196079e-06
13102  dtdxmtknq  1  1.0427818639378223e-06  0  7.160348852196079e-06
13103  dte  3  2.4331576825215854e-06  0  7.160348852196079e-06
13104  dtek  10  7.299473047564757e-06  0  7.160348852196079e-06
13105  dteletime  0  3.475939546459408e-07  1  2.1481046556588235e-05
13106  dtell  0  3.475939546459408e-07  1  2.1481046556588235e-05
13107  dteste  1  1.0427818639378223e-06  0  7.160348852196079e-06
13108  dtestimonials  0  3.475939546459408e-07  1  2.1481046556588235e-05
13109  dteww  0  3.475939546459408e-07  1  2.1481046556588235e-05
13110  dtext  0  3.475939546459408e-07  1  2.1481046556588235e-05
13111  dtg  0  3.475939546459408e-07  1  2.1481046556588235e-05
13112  dtgl  1  1.0427818639378223e-06  0  7.160348852196079e-06
13113  dth  0  3.475939546459408e-07  1  2.1481046556588235e-05
13114  dti  0  3.475939546459408e-07  1  2.1481046556588235e-05
13115  dtibbe  0  3.475939546459408e-07  1  2.1481046556588235e-05
13116  dtilvnx  0  3.475939546459408e-07  1  2.1481046556588235e-05
13117  dtime  0  3.475939546459408e-07  1  2.1481046556588235e-05
13118  dtimes  0  3.475939546459408e-07  1  2.1481046556588235e-05
13119  dtimfptm  0  3.475939546459408e-07  1  2.1481046556588235e-05
13120  dtk  0  3.475939546459408e-07  1  2.1481046556588235e-05
13121  dtkaxxyw  0  3.475939546459408e-07  1  2.1481046556588235e-05
13122  dtlogin  2  1.737969773229704e-06  0  7.160348852196079e-06
13123  dtm  0  3.475939546459408e-07  1  2.1481046556588235e-05
13124  dtmm  0  3.475939546459408e-07  1  2.1481046556588235e-05
13125  dtmytvrxtbz  0  3.475939546459408e-07  1  2.1481046556588235e-05
13126  dtn  0  3.475939546459408e-07  1  2.1481046556588235e-05
13127  dtnifsmoscjrdk  0  3.475939546459408e-07  1  2.1481046556588235e-05
13128  dto  0  3.475939546459408e-07  1  2.1481046556588235e-05
13129  dtobacco  0  3.475939546459408e-07  1  2.1481046556588235e-05
13130  dtop  1  1.0427818639378223e-06  0  7.160348852196079e-06
13131  dtownhouse  0  3.475939546459408e-07  1  2.1481046556588235e-05
13132  dtq  0  3.475939546459408e-07  1  2.1481046556588235e-05
13133  dtqawn  0  3.475939546459408e-07  1  2.1481046556588235e-05
13134  dtqwofzqmtoonsgubkiwdphxq  0  3.475939546459408e-07  1  2.1481046556588235e-05
13135  dtrue  0  3.475939546459408e-07  1  2.1481046556588235e-05
13136  dtsbtmizcykys  0  3.475939546459408e-07  1  2.1481046556588235e-05
13137  dtseqb  0  3.475939546459408e-07  1  2.1481046556588235e-05
13138  dtuefopti  0  3.475939546459408e-07  1  2.1481046556588235e-05
13139  dtvzaabhew  0  3.475939546459408e-07  1  2.1481046556588235e-05
13140  dtx  0  3.475939546459408e-07  1  2.1481046556588235e-05
13141  dtxg  0  3.475939546459408e-07  1  2.1481046556588235e-05
13142  dtxkhqo  0  3.475939546459408e-07  1  2.1481046556588235e-05
13143  dtxt  0  3.475939546459408e-07  1  2.1481046556588235e-05
13144  dty  0  3.475939546459408e-07  1  2.1481046556588235e-05
13145  dtype  0  3.475939546459408e-07  1  2.1481046556588235e-05
13146  dtypeofloandesired  0  3.475939546459408e-07  1  2.1481046556588235e-05
13147  dtzug  0  3.475939546459408e-07  1  2.1481046556588235e-05
13148  du  9  6.604285138272875e-06  0  7.160348852196079e-06
13149  dual  8  5.909097228980993e-06  0  7.160348852196079e-06
13150  dualuxpglyyfmkviuln  0  3.475939546459408e-07  1  2.1481046556588235e-05
13151  duarte  0  3.475939546459408e-07  1  2.1481046556588235e-05
13152  duax  0  3.475939546459408e-07  1  2.1481046556588235e-05
13153  dub  33  2.3288794961278034e-05  0  7.160348852196079e-06
13154  dubai  0  3.475939546459408e-07  1  2.1481046556588235e-05
13155  dubaimail  0  3.475939546459408e-07  1  2.1481046556588235e-05
13156  dubbed  2  1.737969773229704e-06  0  7.160348852196079e-06
13157  dubim  4  3.1283455918134672e-06  0  7.160348852196079e-06
13158  dubious  4  3.1283455918134672e-06  0  7.160348852196079e-06
13159  dublin  262  0.00018248682618911892  0  7.160348852196079e-06
13160  dubrhlnx  2  1.737969773229704e-06  0  7.160348852196079e-06
13161  ducati  2  1.737969773229704e-06  0  7.160348852196079e-06
13162  ducation  1  1.0427818639378223e-06  0  7.160348852196079e-06
13163  duck  2  1.737969773229704e-06  0  7.160348852196079e-06
13164  ducky  0  3.475939546459408e-07  1  2.1481046556588235e-05
13165  duct  1  1.0427818639378223e-06  0  7.160348852196079e-06
13166  duddie  1  1.0427818639378223e-06  0  7.160348852196079e-06
13167  dude  1  1.0427818639378223e-06  0  7.160348852196079e-06
13168  dudes  1  1.0427818639378223e-06  0  7.160348852196079e-06
13169  dudqblc  0  3.475939546459408e-07  1  2.1481046556588235e-05
13170  due  21  1.4946540049775455e-05  0  7.160348852196079e-06
13171  duedate  2  1.737969773229704e-06  0  7.160348852196079e-06
13172  duek  1  1.0427818639378223e-06  0  7.160348852196079e-06
13173  duel  0  3.475939546459408e-07  1  2.1481046556588235e-05
13174  duely  0  3.475939546459408e-07  1  2.1481046556588235e-05
13175  dueppnyr  0  3.475939546459408e-07  1  2.1481046556588235e-05
13176  dufxfcr  0  3.475939546459408e-07  1  2.1481046556588235e-05
13177  dug  2  1.737969773229704e-06  0  7.160348852196079e-06
13178  dugbmxcwo  1  1.0427818639378223e-06  0  7.160348852196079e-06
13179  dui  0  3.475939546459408e-07  1  2.1481046556588235e-05
13180  duifrpifjfue  0  3.475939546459408e-07  1  2.1481046556588235e-05
13181  duig  0  3.475939546459408e-07  1  2.1481046556588235e-05
13182  duigf  0  3.475939546459408e-07  1  2.1481046556588235e-05
13183  duine  6  4.5187214103972305e-06  0  7.160348852196079e-06
13184  duit  6  4.5187214103972305e-06  0  7.160348852196079e-06
13185  duke  0  3.475939546459408e-07  1  2.1481046556588235e-05
13186  dulcimer  1  1.0427818639378223e-06  0  7.160348852196079e-06
13187  dull  0  3.475939546459408e-07  1  2.1481046556588235e-05
13188  duly  1  1.0427818639378223e-06  0  7.160348852196079e-06
13189  dumas  0  3.475939546459408e-07  1  2.1481046556588235e-05
13190  dumb  14  1.0080224684732283e-05  0  7.160348852196079e-06
13191  dumber  5  3.823533501105349e-06  0  7.160348852196079e-06
13192  dummy  2  1.737969773229704e-06  0  7.160348852196079e-06
13193  dump  8  5.909097228980993e-06  0  7.160348852196079e-06
13194  dumped  4  3.1283455918134672e-06  0  7.160348852196079e-06
13195  dumps  4  3.1283455918134672e-06  0  7.160348852196079e-06
13196  duncan  15  1.0775412594024165e-05  0  7.160348852196079e-06
13197  duncanthrax  1  1.0427818639378223e-06  0  7.160348852196079e-06
13198  dunchurch  0  3.475939546459408e-07  1  2.1481046556588235e-05
13199  dundas  0  3.475939546459408e-07  1  2.1481046556588235e-05
13200  dundee  0  3.475939546459408e-07  1  2.1481046556588235e-05
13201  dunescape  0  3.475939546459408e-07  1  2.1481046556588235e-05
13202  dungeon  1  1.0427818639378223e-06  0  7.160348852196079e-06
13203  dunham  2  1.737969773229704e-06  0  7.160348852196079e-06
13204  dunkin  1  1.0427818639378223e-06  0  7.160348852196079e-06
13205  dunkirk  0  3.475939546459408e-07  1  2.1481046556588235e-05
13206  dunlop  25  1.772729168694298e-05  0  7.160348852196079e-06
13207  dunloy  0  3.475939546459408e-07  1  2.1481046556588235e-05
13208  dunn  1  1.0427818639378223e-06  0  7.160348852196079e-06
13209  dunno  2  1.737969773229704e-06  0  7.160348852196079e-06
13210  dunst  0  3.475939546459408e-07  1  2.1481046556588235e-05
13211  dunsubcribe  0  3.475939546459408e-07  1  2.1481046556588235e-05
13212  dunsubscribe  0  3.475939546459408e-07  1  2.1481046556588235e-05
13213  dunwoody  0  3.475939546459408e-07  1  2.1481046556588235e-05
13214  duo  0  3.475939546459408e-07  1  2.1481046556588235e-05
13215  duokgudm  0  3.475939546459408e-07  1  2.1481046556588235e-05
13216  dup  1  1.0427818639378223e-06  0  7.160348852196079e-06
13217  dupechecking  1  1.0427818639378223e-06  0  7.160348852196079e-06
13218  duplicatable  0  3.475939546459408e-07  1  2.1481046556588235e-05
13219  duplicate  12  8.68984886614852e-06  0  7.160348852196079e-06
13220  duplicated  0  3.475939546459408e-07  1  2.1481046556588235e-05
13221  duplicates  1  1.0427818639378223e-06  0  7.160348852196079e-06
13222  duplicating  1  1.0427818639378223e-06  0  7.160348852196079e-06
13223  duplication  1  1.0427818639378223e-06  0  7.160348852196079e-06
13224  duplications  0  3.475939546459408e-07  1  2.1481046556588235e-05
13225  dupon  0  3.475939546459408e-07  1  2.1481046556588235e-05
13226  dur  1  1.0427818639378223e-06  0  7.160348852196079e-06
13227  dura  0  3.475939546459408e-07  1  2.1481046556588235e-05
13228  durable  0  3.475939546459408e-07  1  2.1481046556588235e-05
13229  duran  2  1.737969773229704e-06  0  7.160348852196079e-06
13230  duration  0  3.475939546459408e-07  1  2.1481046556588235e-05
13231  durex  0  3.475939546459408e-07  1  2.1481046556588235e-05
13232  durextm  0  3.475939546459408e-07  1  2.1481046556588235e-05
13233  durham  1  1.0427818639378223e-06  0  7.160348852196079e-06
13234  durhamcompany  0  3.475939546459408e-07  1  2.1481046556588235e-05
13235  during  31  2.189841914269427e-05  0  7.160348852196079e-06
13236  durl  0  3.475939546459408e-07  1  2.1481046556588235e-05
13237  duron  1  1.0427818639378223e-06  0  7.160348852196079e-06
13238  dus  0  3.475939546459408e-07  1  2.1481046556588235e-05
13239  dusizrnccnufsgbawpu  0  3.475939546459408e-07  1  2.1481046556588235e-05
13240  dust  8  5.909097228980993e-06  0  7.160348852196079e-06
13241  dustbin  1  1.0427818639378223e-06  0  7.160348852196079e-06
13242  dustdevil  0  3.475939546459408e-07  1  2.1481046556588235e-05
13243  dut  0  3.475939546459408e-07  1  2.1481046556588235e-05
13244  dutci  0  3.475939546459408e-07  1  2.1481046556588235e-05
13245  dutf  0  3.475939546459408e-07  1  2.1481046556588235e-05
13246  duties  0  3.475939546459408e-07  1  2.1481046556588235e-05
13247  dutnu  0  3.475939546459408e-07  1  2.1481046556588235e-05
13248  dutpbacdwlpwhv  0  3.475939546459408e-07  1  2.1481046556588235e-05
13249  duty  1  1.0427818639378223e-06  0  7.160348852196079e-06
13250  duufotoiqmw  0  3.475939546459408e-07  1  2.1481046556588235e-05
13251  duvgfsazwvqt  0  3.475939546459408e-07  1  2.1481046556588235e-05
13252  duvs  0  3.475939546459408e-07  1  2.1481046556588235e-05
13253  duwellrx  0  3.475939546459408e-07  1  2.1481046556588235e-05
13254  duxmbc  0  3.475939546459408e-07  1  2.1481046556588235e-05
13255  duxpsdphzznzvfp  0  3.475939546459408e-07  1  2.1481046556588235e-05
13256  duyb  0  3.475939546459408e-07  1  2.1481046556588235e-05
13257  duyes  0  3.475939546459408e-07  1  2.1481046556588235e-05
13258  duzxigyw  0  3.475939546459408e-07  1  2.1481046556588235e-05
13259  duzxjzigfuzcbuzxcgag  0  3.475939546459408e-07  1  2.1481046556588235e-05
13260  dv  5  3.823533501105349e-06  0  7.160348852196079e-06
13261  dva  0  3.475939546459408e-07  1  2.1481046556588235e-05
13262  dvalo  0  3.475939546459408e-07  1  2.1481046556588235e-05
13263  dvbrf  0  3.475939546459408e-07  1  2.1481046556588235e-05
13264  dvbscript  0  3.475939546459408e-07  1  2.1481046556588235e-05
13265  dvcmxka  0  3.475939546459408e-07  1  2.1481046556588235e-05
13266  dvd  14  1.0080224684732283e-05  0  7.160348852196079e-06
13267  dvdbox  0  3.475939546459408e-07  1  2.1481046556588235e-05
13268  dvdcopy  0  3.475939546459408e-07  1  2.1481046556588235e-05
13269  dvdcopyxp  0  3.475939546459408e-07  1  2.1481046556588235e-05
13270  dvdg  0  3.475939546459408e-07  1  2.1481046556588235e-05
13271  dvdkpn  0  3.475939546459408e-07  1  2.1481046556588235e-05
13272  dvds  4  3.1283455918134672e-06  0  7.160348852196079e-06
13273  dvdxxxvideo  0  3.475939546459408e-07  1  2.1481046556588235e-05
13274  dve  0  3.475939546459408e-07  1  2.1481046556588235e-05
13275  dverdana  0  3.475939546459408e-07  1  2.1481046556588235e-05
13276  dvhutahahvarhx  0  3.475939546459408e-07  1  2.1481046556588235e-05
13277  dvi  9  6.604285138272875e-06  0  7.160348852196079e-06
13278  dvisionfinland  0  3.475939546459408e-07  1  2.1481046556588235e-05
13279  dvismail  0  3.475939546459408e-07  1  2.1481046556588235e-05
13280  dvk  0  3.475939546459408e-07  1  2.1481046556588235e-05
13281  dvlmdpziig  0  3.475939546459408e-07  1  2.1481046556588235e-05
13282  dvlmtzogtuqmrngzxohhbimn  0  3.475939546459408e-07  1  2.1481046556588235e-05
13283  dvm  1  1.0427818639378223e-06  0  7.160348852196079e-06
13284  dvmt  7  5.213909319689112e-06  0  7.160348852196079e-06
13285  dvnffll  0  3.475939546459408e-07  1  2.1481046556588235e-05
13286  dvogh  0  3.475939546459408e-07  1  2.1481046556588235e-05
13287  dvoyu  1  1.0427818639378223e-06  0  7.160348852196079e-06
13288  dvp  0  3.475939546459408e-07  1  2.1481046556588235e-05
13289  dvpijjybbtl  0  3.475939546459408e-07  1  2.1481046556588235e-05
13290  dvplnqrbjtwf  0  3.475939546459408e-07  1  2.1481046556588235e-05
13291  dvprcjitmbrqgy  0  3.475939546459408e-07  1  2.1481046556588235e-05
13292  dvqq  1  1.0427818639378223e-06  0  7.160348852196079e-06
13293  dvr  0  3.475939546459408e-07  1  2.1481046556588235e-05
13294  dvrr  1  1.0427818639378223e-06  0  7.160348852196079e-06
13295  dvt  0  3.475939546459408e-07  1  2.1481046556588235e-05
13296  dvtmyh  0  3.475939546459408e-07  1  2.1481046556588235e-05
13297  dvwci  0  3.475939546459408e-07  1  2.1481046556588235e-05
13298  dvyjic  1  1.0427818639378223e-06  0  7.160348852196079e-06
13299  dvytewxlruaiywvjsnwrnanqxgvwtadjlvnrwjynmnhnchcgzlzangopfytyrnrzucxydlatjcmthfdpskzvzrggvlfrholkywmzqngwqgwtmpzxbpxfcrqcw  0  3.475939546459408e-07  1  2.1481046556588235e-05
13300  dvyu  0  3.475939546459408e-07  1  2.1481046556588235e-05
13301  dvyzdrndsszpwqiox  0  3.475939546459408e-07  1  2.1481046556588235e-05
13302  dvz  0  3.475939546459408e-07  1  2.1481046556588235e-05
13303  dvzbg  0  3.475939546459408e-07  1  2.1481046556588235e-05
13304  dw  0  3.475939546459408e-07  1  2.1481046556588235e-05
13305  dwa  0  3.475939546459408e-07  1  2.1481046556588235e-05
13306  dwalker  2  1.737969773229704e-06  0  7.160348852196079e-06
13307  dwarf  7  5.213909319689112e-06  0  7.160348852196079e-06
13308  dwat  0  3.475939546459408e-07  1  2.1481046556588235e-05
13309  dwchu  0  3.475939546459408e-07  1  2.1481046556588235e-05
13310  dwd  0  3.475939546459408e-07  1  2.1481046556588235e-05
13311  dwdjq  0  3.475939546459408e-07  1  2.1481046556588235e-05
13312  dwebc  0  3.475939546459408e-07  1  2.1481046556588235e-05
13313  dweight  0  3.475939546459408e-07  1  2.1481046556588235e-05
13314  dwelling  1  1.0427818639378223e-06  0  7.160348852196079e-06
13315  dwf  10  7.299473047564757e-06  0  7.160348852196079e-06
13316  dwfslmnnat  0  3.475939546459408e-07  1  2.1481046556588235e-05
13317  dwfyyw  0  3.475939546459408e-07  1  2.1481046556588235e-05
13318  dwgxb  0  3.475939546459408e-07  1  2.1481046556588235e-05
13319  dwhen  0  3.475939546459408e-07  1  2.1481046556588235e-05
13320  dwhite  0  3.475939546459408e-07  1  2.1481046556588235e-05
